,Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,BS,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,K_9,BB_9,K_BB,H_9,HR_9,WHIP,BABIP,LOB_PCT,FIP
69,황영국,Eagles,24,0,0,10.24138099,21,0,0,0,0,1,5,19.1,101,29,22,22,3,14,1,2,3,0,17,8.010471204,6.596858639,1.214285714,13.66492147,1.413612565,2.827225131,0.4,0.56372549,5.660732984
70,조영우,Wyverns,25,2,4,5.961039552,35,7,0,0,0,0,0,77.0,340,96,52,51,12,25,0,2,4,0,38,4.441558442,2.922077922,1.52,11.22077922,1.402597403,1.532467532,0.319391635,0.668549906,5.212987013
71,이승진,Bears,25,2,4,5.610390583,33,5,0,0,0,2,5,51.1,228,55,33,32,3,22,1,2,0,0,54,9.510763209,3.874755382,2.454545455,9.686888454,0.528375734,2.661448141,0.353741497,0.614973262,3.141291585
72,이건욱,Wyverns,25,6,12,5.680327869,27,25,0,0,0,0,0,122.0,542,105,77,77,11,81,0,6,6,1,91,6.713114754,5.975409836,1.12345679,7.745901639,0.81147541,1.016393443,0.266288952,0.651189128,4.872131148
73,박민호,Wyverns,28,2,1,2.423077456,57,0,0,0,4,4,11,52.0,215,43,16,14,4,19,0,2,0,0,36,6.230769231,3.288461538,1.894736842,7.442307692,0.692307692,1.5,0.253246753,0.821917808,3.911538462
74,배재환,Dinos,25,1,3,3.976744892,53,0,0,0,0,5,12,43.0,209,38,22,19,4,35,3,9,5,2,33,6.906976744,7.325581395,0.942857143,7.953488372,0.837209302,1.186046512,0.265625,0.785340314,5.31627907
75,홍성무,Dinos,27,0,0,12.6000008,11,0,0,0,1,0,0,15.0,82,21,22,21,3,13,0,1,1,0,12,7.2,7.8,0.923076923,12.6,1.8,3.4,0.339622642,0.422077922,6.8
76,김민수,Wiz,27,3,8,6.096774494,33,18,0,0,0,2,0,103.1,482,151,80,70,14,30,0,4,6,0,63,5.499515034,2.618816683,2.1,13.1813773,1.222114452,1.774975752,0.369272237,0.634824667,4.616100873
77,주권,Wiz,25,6,2,2.700000589,77,0,0,0,0,6,31,70.0,294,54,25,21,6,32,1,1,0,0,37,4.757142857,4.114285714,1.15625,6.942857143,0.771428571,1.071428571,0.220183486,0.788804071,4.628571429
78,이상규,Twins,23,2,3,6.677421409,28,0,0,0,4,1,2,31.0,152,45,23,23,4,21,0,1,2,0,18,5.225806452,6.096774194,0.857142857,13.06451613,1.161290323,2.64516129,0.37962963,0.716612378,5.748387097
79,최원태,Heroes,23,7,6,5.072727273,21,21,0,0,0,0,0,110.0,478,115,68,62,16,37,2,7,6,0,67,5.481818182,3.027272727,1.810810811,9.409090909,1.309090909,1.227272727,0.282051282,0.666178624,4.881818182
80,김택형,Wyverns,23,1,3,8.608697794,31,0,0,0,0,1,3,23.0,114,26,26,22,5,20,1,0,6,0,22,8.608695652,7.826086957,1.1,10.17391304,1.956521739,1.565217391,0.313432836,0.512820513,6.72173913
81,임규빈,Heroes,28,2,0,4.539823775,33,0,0,0,0,0,1,37.2,162,46,20,19,11,10,0,2,2,0,20,4.838709677,2.419354839,2,11.12903226,2.661290323,1.559139785,0.294117647,0.892018779,6.775268817
82,홍정우,Lions,24,0,0,6.60000042,30,0,0,0,0,0,0,30.0,139,37,23,22,5,12,0,1,1,0,29,8.7,3.6,2.416666667,11.1,1.5,3.766666667,0.347826087,0.627906977,4.633333333
83,배제성,Wiz,23,10,7,3.94811335,26,26,0,0,0,0,0,141.1,619,130,67,62,12,76,0,4,11,1,83,5.294117647,4.847625797,1.092105263,8.291991495,0.7654146,1.254429483,0.265765766,0.740165631,4.745003544
84,이민우,Tigers,27,6,10,6.792453319,22,22,0,0,0,0,0,106.0,486,129,87,80,11,47,0,6,4,0,67,5.688679245,3.990566038,1.425531915,10.95283019,0.933962264,1.443396226,0.332394366,0.570228091,4.61509434
85,박정수,Dinos,24,1,1,4.63636444,22,3,0,0,0,0,1,33.0,144,25,17,17,4,24,0,6,1,0,29,7.909090909,6.545454545,1.208333333,6.818181818,1.090909091,1.212121212,0.259259259,0.769230769,5.2
86,문경찬,Dinos,27,0,5,5.019231506,56,0,0,0,10,3,14,52.0,225,51,35,29,11,15,0,2,0,0,44,7.615384615,2.596153846,2.933333333,8.826923077,1.903846154,1.230769231,0.261437908,0.627376426,5.123076923
87,이준영,Tigers,27,0,2,5.323947238,48,0,0,0,0,2,13,23.2,113,31,14,14,1,13,0,0,3,0,22,8.534482759,5.043103448,1.692307692,12.02586207,0.387931034,4.439655172,0.38961039,0.704225352,3.544827586
88,김민우,Eagles,24,5,10,4.341708876,26,25,0,0,0,0,0,132.2,593,121,72,64,15,72,3,7,10,2,124,8.441754917,4.901664145,1.722222222,8.237518911,1.02118003,1.232980333,0.282666667,0.715083799,4.432980333
89,김범수,Eagles,24,3,6,5.236364363,24,8,0,0,0,2,0,55.0,259,55,34,32,9,42,3,3,1,0,55,9.0,6.872727273,1.30952381,9.0,1.472727273,1.327272727,0.306666667,0.755148741,5.618181818
90,구창모,Dinos,23,9,0,1.735714238,15,14,0,0,0,0,1,93.1,348,58,20,18,7,18,0,0,1,0,102,9.860365199,1.740064447,5.666666667,5.606874329,0.676691729,0.870032223,0.230769231,0.84592145,2.566272825
91,김대현,Twins,23,4,0,5.845361744,33,0,0,0,0,2,4,32.1,158,37,24,21,6,23,1,1,3,0,28,7.85046729,6.448598131,1.217391304,10.37383178,1.682242991,3.208722741,0.31,0.703422053,6.034890966
92,이영하,Bears,23,5,11,4.568182346,42,19,0,0,6,2,0,132.0,605,148,78,67,9,66,3,5,4,1,85,5.795454545,4.5,1.287878788,10.09090909,0.613636364,1.287878788,0.315909091,0.683139535,4.298484848
93,전상현,Tigers,24,2,2,2.454545782,47,0,0,0,15,2,13,47.2,198,35,21,13,4,22,0,0,2,0,64,12.20338983,4.194915254,2.909090909,6.673728814,0.762711864,0.974576271,0.287037037,0.700389105,2.988135593
94,남재현,Tigers,23,0,0,4.021277004,8,0,0,0,0,0,0,15.2,79,20,12,7,1,11,0,1,0,0,8,4.736842105,6.513157895,0.727272727,11.84210526,0.592105263,2.631578947,0.327586207,0.653594771,5.173684211
95,김주한,Wyverns,27,1,7,7.434783225,22,7,0,0,0,0,0,46.0,220,60,43,38,7,20,0,8,4,0,22,4.304347826,3.913043478,1.1,11.73913043,1.369565217,2.065217391,0.325153374,0.57544757,5.526086957
96,최성영,Dinos,23,2,4,6.082417837,14,13,0,0,0,0,0,60.2,278,67,45,41,13,35,0,3,2,0,27,4.03654485,5.23255814,0.771428571,10.0166113,1.943521595,1.428571429,0.27,0.69124424,6.85448505
97,고우석,Twins,21,0,4,4.104000626,40,0,0,0,16,4,1,41.2,183,37,22,19,2,19,1,2,5,0,51,11.1407767,4.150485437,2.684210526,8.082524272,0.436893204,0.995145631,0.321100917,0.652173913,2.738834951
98,김명신,Bears,26,0,2,3.521739861,16,0,0,0,0,0,0,15.1,72,20,6,6,3,4,0,3,0,0,11,6.556291391,2.38410596,2.75,11.9205298,1.78807947,3.642384106,0.333333333,0.921052632,5.120529801
99,최원준,Bears,25,10,2,3.804878285,42,18,0,0,0,0,0,123.0,532,134,52,52,15,35,0,7,2,1,94,6.87804878,2.56097561,2.685714286,9.804878049,1.097560976,1.365853659,0.312335958,0.8,4.110569106
100,박치국,Bears,22,4,4,2.888372503,63,0,0,0,0,3,9,71.2,317,65,34,23,5,34,4,5,1,0,66,8.342696629,4.297752809,1.941176471,8.216292135,0.632022472,1.348314607,0.289855072,0.721649485,3.691573034
101,최지광,Lions,22,1,3,4.872181429,51,0,0,0,0,6,18,44.1,199,34,24,24,2,31,4,3,5,0,45,9.183673469,6.326530612,1.451612903,6.93877551,0.408163265,1.247165533,0.271186441,0.674846626,3.857596372
102,장지훈,Lions,23,0,1,10.08433828,29,0,0,0,0,1,0,27.2,146,39,37,31,7,21,0,3,5,0,24,7.941176471,6.948529412,1.142857143,12.90441176,2.316176471,1.654411765,0.351648352,0.488721805,7.097058824
103,강동호,Giants,26,1,0,7.363637002,7,0,0,0,0,0,0,11.0,51,13,9,9,3,6,0,0,0,0,8,6.545454545,4.909090909,1.333333333,10.63636364,2.454545455,4.818181818,0.294117647,0.675675676,6.927272727
104,이승호,Heroes,21,6,6,5.081460783,24,23,0,0,0,0,0,118.2,517,132,71,67,15,40,0,5,3,1,73,5.558375635,3.045685279,1.825,10.05076142,1.14213198,1.252115059,0.3046875,0.679487179,4.629780034
105,박진태,Tigers,25,0,0,13.01785892,12,0,0,0,0,0,0,18.2,105,32,27,27,9,16,0,4,0,0,14,6.923076923,7.912087912,0.875,15.82417582,4.450549451,2.857142857,0.370967742,0.634517766,10.72747253
106,박상원,Eagles,25,1,0,4.655173026,62,0,0,0,1,4,10,58.0,256,62,35,30,8,20,4,4,2,1,52,8.068965517,3.103448276,2.6,9.620689655,1.24137931,1.344827586,0.313953488,0.681818182,4.234482759
107,이원준,Wyverns,21,0,1,7.448277087,17,0,0,0,0,0,0,19.1,100,28,17,16,3,16,2,0,7,0,17,8.010471204,7.539267016,1.0625,13.19371728,1.413612565,2.19895288,0.390625,0.67839196,5.97486911
108,소이현,Dinos,21,0,0,6.567568245,13,0,0,0,0,0,1,12.1,59,8,9,9,1,14,0,1,1,0,8,5.950413223,10.41322314,0.571428571,5.950413223,0.743801653,3.05785124,0.2,0.648148148,6.423140496
109,김민,Wiz,21,3,3,6.539063474,24,6,0,0,0,0,1,42.2,207,46,35,31,6,29,0,5,5,0,32,6.82464455,6.184834123,1.103448276,9.81042654,1.279620853,1.611374408,0.296296296,0.62849162,5.593364929
110,김민규,Bears,21,1,1,4.893750467,29,4,0,0,1,2,0,53.1,231,47,30,29,3,22,2,3,1,0,54,9.152542373,3.728813559,2.454545455,7.966101695,0.508474576,1.20527307,0.295302013,0.619469027,3.143502825
111,안우진,Heroes,20,2,3,3.000000636,42,0,0,0,2,5,13,36.0,143,20,12,12,3,17,1,0,2,0,41,10.25,4.25,2.411764706,5.0,0.75,1.416666667,0.207317073,0.762195122,3.422222222
112,김윤수,Lions,20,3,5,4.655173332,61,0,0,0,0,3,12,58.0,266,66,34,30,6,31,3,1,7,0,41,6.362068966,4.810344828,1.322580645,10.24137931,0.931034483,2.017241379,0.320855615,0.714285714,4.734482759
113,최채흥,Lions,25,11,6,3.575342466,26,26,1,1,0,0,0,146.0,617,131,67,58,12,51,0,7,3,3,123,7.582191781,3.143835616,2.411764706,8.075342466,0.739726027,0.97260274,0.280660377,0.708478513,3.631506849
114,이승헌,Giants,21,3,2,4.663636687,8,8,0,0,0,0,0,36.2,157,34,25,19,1,11,1,2,2,1,34,8.453038674,2.73480663,3.090909091,8.453038674,0.248618785,1.629834254,0.302752294,0.48245614,2.592265193
115,김진욱,Eagles,20,3,4,5.641791848,22,6,0,0,1,1,0,44.2,206,50,29,28,9,25,0,5,3,0,29,5.904977376,5.090497738,1.16,10.18099548,1.832579186,1.447963801,0.297101449,0.756676558,6.231674208
116,김영규,Dinos,20,2,2,5.453202175,20,13,0,0,0,0,0,67.2,296,83,47,41,12,14,0,2,5,2,55,7.366071429,1.875,3.928571429,11.11607143,1.607142857,1.383928571,0.333333333,0.632603406,4.50952381
117,손동현,Wiz,19,0,0,5.31147624,23,0,0,0,0,0,1,20.1,91,21,14,12,5,10,1,0,3,0,12,5.373134328,4.47761194,1.2,9.402985075,2.23880597,2.487562189,0.25,0.708333333,6.732338308
118,정우영,Twins,20,4,4,3.120000952,65,0,0,0,5,4,20,75.0,305,48,26,26,3,29,3,11,1,0,59,7.08,3.48,2.034482759,5.76,0.36,1.0,0.221674877,0.739856802,3.306666667
119,조영건,Heroes,21,3,3,5.278196094,20,10,0,0,0,0,0,44.1,207,47,30,26,8,27,1,4,0,1,23,4.693877551,5.510204082,0.851851852,9.591836735,1.632653061,2.335600907,0.268965517,0.718562874,6.351927438
120,원태인,Lions,20,6,10,4.885714286,27,26,0,0,0,0,0,140.0,626,162,84,76,19,56,2,5,6,0,78,5.014285714,3.6,1.392857143,10.41428571,1.221428571,1.378571429,0.305555556,0.707739308,5.05
121,김현수,Tigers,19,1,2,7.237114541,15,4,0,0,0,0,0,32.1,167,41,27,26,3,31,0,2,1,0,19,5.327102804,8.691588785,0.612903226,11.4953271,0.841121495,2.242990654,0.339285714,0.673352436,6.12834891
122,서준원,Giants,19,7,6,5.182663028,31,20,0,0,0,0,1,107.2,480,130,71,62,16,31,1,5,3,0,60,5.037313433,2.60261194,1.935483871,10.9141791,1.343283582,1.501865672,0.309782609,0.661559889,4.888432836
123,김기훈,Tigers,20,0,4,5.365385009,22,7,0,0,0,0,1,52.0,238,58,35,31,8,31,0,2,3,0,39,6.75,5.365384615,1.258064516,10.03846154,1.384615385,1.576923077,0.316455696,0.701754386,5.488461538
124,양승철,Tigers,27,0,0,7.84883895,15,1,0,0,0,0,0,28.2,144,41,26,25,4,24,0,3,3,0,13,4.14893617,7.659574468,0.541666667,13.08510638,1.276595745,3.014184397,0.37,0.673076923,6.675177305
125,김이환,Eagles,19,2,7,6.819587897,17,15,0,0,0,0,0,64.2,312,75,50,49,9,44,0,4,4,0,41,5.747663551,6.168224299,0.931818182,10.51401869,1.261682243,1.651090343,0.308411215,0.661231884,5.801246106
126,백승건,Wyverns,19,0,5,7.977273073,10,7,0,0,0,0,0,29.1,156,37,29,26,7,31,0,2,1,0,28,8.659793814,9.587628866,0.903225806,11.44329897,2.164948454,2.611683849,0.340909091,0.681063123,7.59862543
127,송명기,Dinos,19,9,3,3.695817598,36,12,0,0,0,2,0,87.2,372,78,37,36,12,39,1,2,7,0,72,7.431192661,4.025229358,1.846153846,8.050458716,1.23853211,0.974770642,0.267206478,0.802348337,4.679357798
128,배민서,Dinos,20,0,0,7.425000708,13,0,0,0,0,0,0,13.1,64,17,12,11,4,7,0,0,0,0,9,6.183206107,4.809160305,1.285714286,11.67938931,2.748091603,2.13740458,0.295454545,0.652173913,7.398473282
129,고효준,Giants,37,1,0,5.744682833,24,0,0,0,0,0,0,15.2,77,14,10,10,3,11,0,3,1,0,11,6.513157895,6.513157895,1,8.289473684,1.776315789,3.552631579,0.224489796,0.756302521,6.489473684
130,노경은,Giants,36,5,10,4.872180451,25,24,1,0,0,0,0,133.0,574,139,76,72,19,40,2,3,3,0,77,5.210526316,2.706766917,1.925,9.406015038,1.285714286,1.180451128,0.275862069,0.682110682,4.801503759
131,안영명,Eagles,35,1,1,5.912409582,39,0,0,0,0,2,0,45.2,201,51,32,30,9,18,1,2,0,0,34,6.769911504,3.584070796,1.888888889,10.15486726,1.792035398,1.548672566,0.304347826,0.667808219,5.478761062
132,송은범,Twins,36,4,2,4.50000092,56,1,0,0,2,0,6,56.0,247,66,29,28,4,19,1,3,2,0,28,4.5,3.053571429,1.473684211,10.60714286,0.642857143,1.178571429,0.321243523,0.716019417,4.146428571
133,오주원,Heroes,35,3,1,5.400001498,25,0,0,0,0,2,3,18.1,78,22,12,11,6,0,0,0,0,1,13,6.464088398,0.0,#DIV/0!,10.93922652,2.983425414,1.82320442,0.271186441,0.735294118,6.072928177
134,윤성환,Lions,38,0,2,5.785714483,5,5,1,0,0,0,0,18.2,84,19,14,12,0,11,0,3,0,0,4,1.978021978,5.43956044,0.363636364,9.395604396,0.0,1.703296703,0.287878788,0.575757576,4.573626374
135,정우람,Eagles,35,3,5,4.803681431,50,0,0,0,16,3,1,54.1,230,58,29,29,4,12,1,5,2,0,53,8.817005545,1.996303142,4.416666667,9.648798521,0.665434381,1.330868762,0.346153846,0.662824207,2.86728281
136,신재웅,Wyverns,38,2,0,9.310347277,24,0,0,0,0,0,1,19.1,93,26,20,20,5,14,0,0,0,0,11,5.183246073,6.596858639,0.785714286,12.2513089,2.356020942,2.460732984,0.333333333,0.606060606,7.65026178
137,전유수,Wiz,33,5,4,5.124088733,47,0,0,0,2,1,3,45.2,200,46,26,26,3,21,5,3,1,0,27,5.376106195,4.181415929,1.285714286,9.159292035,0.597345133,1.261061947,0.294520548,0.668693009,4.261946903
138,이보근,Wiz,34,3,1,2.507143404,48,0,0,0,6,2,10,46.2,191,42,17,13,2,11,1,2,3,0,27,5.25974026,2.142857143,2.454545455,8.181818182,0.38961039,1.125541126,0.268456376,0.727969349,3.308225108
139,김진성,Dinos,35,3,0,2.661972332,48,0,0,0,0,1,6,47.1,190,41,16,14,4,10,1,0,2,0,56,10.70063694,1.910828025,5.6,7.834394904,0.76433121,1.061571125,0.308333333,0.77092511,2.563057325
140,김건국,Giants,32,3,2,3.978948167,32,0,0,0,0,1,2,31.2,139,30,14,14,2,9,0,3,4,0,31,8.942307692,2.596153846,3.444444444,8.653846154,0.576923077,1.666666667,0.29787234,0.714285714,2.911538462
141,김세현,Wyverns,32,2,0,5.785715337,42,0,0,0,1,3,7,42.0,187,44,28,27,7,22,0,1,1,0,35,7.5,4.714285714,1.590909091,9.428571429,1.5,1.285714286,0.303278689,0.681818182,5.271428571
142,장원삼,Giants,37,0,3,7.676470588,13,4,0,0,0,0,0,34.0,160,49,32,29,6,10,1,3,0,0,15,3.970588235,2.647058824,1.5,12.97058824,1.588235294,2.058823529,0.341269841,0.559701493,5.494117647
143,김상수,Heroes,32,3,3,4.733767406,60,0,0,0,5,4,13,51.1,226,52,33,27,3,21,1,3,1,0,48,8.454011742,3.698630137,2.285714286,9.15851272,0.528375734,1.467710372,0.324503311,0.598885794,3.31741683
144,진해수,Twins,34,4,2,4.320002307,76,0,0,0,0,5,26,50.0,230,54,27,24,3,23,2,4,5,0,59,10.62,4.14,2.565217391,9.72,0.54,1.64,0.361702128,0.703125,3.0
145,유원상,Wiz,34,2,1,3.796875679,62,0,0,0,2,2,8,64.0,271,52,32,27,8,28,1,1,5,0,37,5.203125,3.9375,1.321428571,7.3125,1.125,1.125,0.223350254,0.702005731,4.98125
146,김강률,Bears,31,2,2,3.535715249,30,0,0,0,0,1,0,28.0,141,36,22,11,1,20,0,4,0,0,28,9.0,6.428571429,1.4,11.57142857,0.321428571,1.892857143,0.397727273,0.648464164,3.807142857
147,백정현,Lions,32,4,4,5.186440678,11,11,0,0,0,0,0,59.0,258,67,43,34,13,17,0,1,1,0,46,7.016949153,2.593220339,2.705882353,10.22033898,1.983050847,1.406779661,0.298342541,0.628742515,5.369491525
148,장필준,Lions,32,0,3,5.750000609,31,2,0,0,0,1,4,36.0,170,46,24,23,6,16,0,0,5,0,26,6.5,4.0,1.625,11.5,1.5,2.138888889,0.327868852,0.708955224,5.255555556
149,정찬헌,Twins,30,7,4,3.507553032,19,19,1,1,0,0,0,110.1,470,116,51,43,10,31,0,4,5,0,85,6.948228883,2.534059946,2.741935484,9.482288828,0.817438692,1.544050863,0.311764706,0.729927007,3.681380563
150,홍상삼,Tigers,30,4,5,5.062501609,57,0,0,0,0,1,18,48.0,229,32,27,27,5,54,0,3,7,0,61,11.4375,10.125,1.12962963,6.0,0.9375,1.145833333,0.254716981,0.756097561,5.3875
151,임창민,Dinos,34,7,2,5.256638588,44,0,0,0,0,2,12,37.2,179,39,26,22,4,23,1,2,3,0,44,10.64516129,5.564516129,1.913043478,9.435483871,0.967741935,1.747311828,0.330188679,0.650684932,4.087096774
152,김대우,Giants,35,0,1,3.101351911,46,1,0,0,0,0,0,49.1,216,48,22,17,1,26,1,2,5,1,43,7.881873727,4.765784114,1.653846154,8.798370672,0.183299389,1.221995927,0.326388889,0.72386059,3.301832994
153,최동환,Twins,30,4,1,3.473684908,54,0,0,0,0,3,3,57.0,228,54,23,22,6,12,0,2,3,0,42,6.631578947,1.894736842,3.5,8.526315789,0.947368421,1.631578947,0.289156627,0.755033557,3.726315789
154,유희관,Bears,34,10,11,5.017115102,27,27,0,0,0,0,0,136.1,622,190,91,76,14,39,4,3,1,0,56,3.703159442,2.57898604,1.435897436,12.56429096,0.92578986,1.454812638,0.345098039,0.663841808,4.573989713
155,오현택,Giants,34,3,1,3.750001589,48,0,0,0,0,1,7,36.0,152,37,15,15,5,8,1,2,1,0,17,4.25,2.0,2.125,9.25,1.25,1.333333333,0.266666667,0.8,4.727777778
156,강윤구,Dinos,29,1,1,6.857145971,30,0,0,0,0,1,4,21.0,103,31,16,16,3,11,0,0,2,0,15,6.428571429,4.714285714,1.363636364,13.28571429,1.285714286,2.095238095,0.378378378,0.687830688,5.2
157,장민재,Eagles,30,2,7,6.750000599,24,10,0,0,0,0,0,57.1,267,86,44,43,5,13,0,2,1,0,32,5.043782837,2.049036778,2.461538462,13.55516637,0.788091068,1.576182137,0.376744186,0.606382979,3.900525394
158,여건욱,Twins,33,1,3,7.156628151,25,0,0,0,1,1,3,27.2,124,36,24,22,8,4,0,3,2,0,18,5.955882353,1.323529412,4.5,11.91176471,2.647058824,2.757352941,0.307692308,0.597484277,6.141176471
159,김태훈,Wyverns,30,1,6,7.403226262,33,8,0,0,0,2,5,62.0,281,61,52,51,8,39,0,4,10,0,43,6.241935484,5.661290323,1.102564103,8.85483871,1.161290323,1.032258065,0.28342246,0.560344828,5.377419355
160,권오준,Lions,40,0,2,8.437502012,17,0,0,0,0,0,1,16.0,72,22,18,15,3,3,0,0,0,0,10,5.625,1.6875,3.333333333,12.375,1.6875,4.125,0.339285714,0.336538462,4.95
161,이민호,Twins,18,4,4,3.686006922,20,16,0,0,0,0,0,97.2,434,94,46,40,5,44,1,10,4,1,67,6.203703704,4.074074074,1.522727273,8.703703704,0.462962963,1.21399177,0.288961039,0.723404255,3.848148148
162,김윤식,Twins,20,2,4,6.251231762,23,11,0,0,0,0,1,67.2,308,87,50,47,7,24,0,6,2,1,38,5.089285714,3.214285714,1.583333333,11.65178571,0.9375,1.651785714,0.343347639,0.625,4.494642857
163,채지선,Bears,24,1,0,4.909092612,37,0,0,0,0,0,2,33.0,158,34,18,18,3,24,1,5,11,0,34,9.272727273,6.545454545,1.416666667,9.272727273,0.818181818,1.696969697,0.336956522,0.765306122,4.503030303
164,김주온,Wyverns,23,0,3,7.548388026,29,0,0,0,0,1,0,31.0,160,46,27,26,5,22,0,5,5,0,18,5.225806452,6.387096774,0.818181818,13.35483871,1.451612903,1.903225806,0.372727273,0.696969697,6.264516129
165,김현준,Tigers,23,1,0,12.55814316,15,0,0,0,0,0,1,14.1,76,20,20,20,2,13,1,1,0,0,12,7.659574468,8.29787234,0.923076923,12.76595745,1.276595745,3.04964539,0.375,0.448717949,6.107801418
166,김재웅,Heroes,21,2,4,4.675978152,43,7,0,0,0,1,3,59.2,258,64,36,31,7,23,1,2,4,0,51,7.753378378,3.496621622,2.217391304,9.72972973,1.064189189,1.841216216,0.325714286,0.669191919,4.17972973
167,소형준,Wiz,18,13,6,3.857142857,26,24,0,0,0,0,0,133.0,572,141,63,57,6,45,0,6,2,0,92,6.22556391,3.045112782,2.044444444,9.541353383,0.406015038,1.293233083,0.319148936,0.702614379,3.418045113
168,허윤동,Lions,19,2,1,4.8,11,11,0,0,0,0,0,45.0,204,43,26,24,4,31,0,2,0,1,18,3.6,6.2,0.580645161,8.6,0.8,1.511111111,0.261744966,0.710227273,5.622222222
169,윤대경,Eagles,26,5,0,1.588235651,55,0,0,0,0,0,8,51.0,225,48,16,9,3,25,3,3,1,0,42,7.411764706,4.411764706,1.68,8.470588235,0.529411765,1.294117647,0.296052632,0.835654596,3.788235294
170,강재민,Eagles,23,1,2,2.571429172,50,0,0,0,1,2,15,49.0,203,41,16,14,3,18,1,0,2,1,57,10.46938776,3.306122449,3.166666667,7.530612245,0.551020408,1.102040816,0.304,0.784671533,2.771428571
171,조병욱,Wiz,22,0,1,7.623529754,9,4,0,0,0,0,0,28.1,131,39,24,24,4,13,0,1,0,0,11,3.523131673,4.163701068,0.846153846,12.4911032,1.28113879,2.06405694,0.343137255,0.611814346,5.655516014
172,이승민,Lions,19,1,3,6.835443368,7,5,0,0,0,0,0,26.1,128,34,21,20,5,19,1,0,0,0,16,5.517241379,6.551724138,0.842105263,11.72413793,1.724137931,1.609195402,0.329545455,0.695652174,6.648275862
173,김진호,Dinos,22,0,1,8.709677687,3,3,0,0,0,0,0,10.1,54,14,10,10,5,8,0,1,1,0,7,6.237623762,7.128712871,0.875,12.47524752,4.455445545,3.762376238,0.272727273,0.8125,10.62574257
174,정해영,Tigers,18,5,4,3.286957612,47,0,0,0,1,3,12,38.1,172,41,15,14,2,24,2,2,7,0,32,7.559055118,5.669291339,1.333333333,9.68503937,0.472440945,1.181102362,0.348214286,0.809968847,4.092388451
175,서덕원,Tigers,26,0,0,9.257144118,10,0,0,0,0,0,0,11.2,56,14,12,12,5,4,0,3,1,0,6,4.821428571,3.214285714,1.5,11.25,4.017857143,2.232142857,0.236842105,0.642857143,9.003571429
176,최준용,Giants,18,0,2,4.853933625,31,0,0,0,0,0,9,29.2,130,31,16,16,3,11,4,2,3,0,26,8.01369863,3.390410959,2.363636364,9.554794521,0.924657534,1.54109589,0.318181818,0.703517588,3.884931507
177,이정용,Twins,24,3,0,3.705883185,34,0,0,0,0,1,3,34.0,147,32,15,14,6,14,0,2,0,1,33,8.735294118,3.705882353,2.357142857,8.470588235,1.588235294,1.323529412,0.282608696,0.833333333,4.788235294
178,신민혁,Dinos,21,2,3,5.785714811,17,7,0,0,0,0,0,42.0,196,57,27,27,10,13,0,3,0,0,26,5.571428571,2.785714286,2,12.21428571,2.142857143,1.5,0.326388889,0.779661017,5.985714286
179,권휘,Bears,19,0,1,5.268293663,14,0,0,0,0,0,0,13.2,63,16,8,8,1,6,0,2,2,0,10,6.818181818,4.090909091,1.666666667,10.90909091,0.681818182,2.121212121,0.340909091,0.707964602,4.033333333
180,김재열,Tigers,24,0,1,6.872728464,14,0,0,0,0,0,2,18.1,92,23,16,14,3,12,1,3,0,0,13,6.464088398,5.966850829,1.083333333,11.43646409,1.491712707,1.933701657,0.327868852,0.650887574,5.90718232
181,남호,Twins,19,0,0,3.927273,6,3,0,0,0,0,0,18.1,82,13,9,8,1,12,0,1,0,0,14,6.961325967,5.966850829,1.166666667,6.464088398,0.497237569,1.712707182,0.222222222,0.691056911,4.360220994
182,심창민,Lions,27,2,2,7.524592752,23,0,0,0,0,1,3,20.1,98,18,20,17,3,18,0,2,3,0,21,9.402985075,8.059701493,1.166666667,8.059701493,1.343283582,1.393034826,0.277777778,0.532544379,5.737313433
183,양기현,Heroes,21,0,1,3.857143698,24,0,0,0,0,0,0,23.1,99,24,10,10,3,10,1,1,2,0,12,4.675324675,3.896103896,1.2,9.350649351,1.168831169,1.558441558,0.287671233,0.811688312,5.148051948
184,김성민,Heroes,26,1,0,6.464790469,25,0,0,0,0,0,0,23.2,112,28,19,17,3,12,2,3,1,0,21,8.146551724,4.655172414,1.75,10.86206897,1.163793103,1.896551724,0.342465753,0.618556701,4.622413793
185,박주홍,Eagles,20,0,5,8.391892757,11,5,0,0,0,0,0,24.2,117,30,24,23,5,16,0,0,2,0,19,7.066115702,5.950413223,1.1875,11.15702479,1.859504132,1.611570248,0.324675325,0.564102564,6.299173554
186,우규민,Lions,35,3,3,6.187500983,52,0,0,0,7,2,13,48.0,210,61,34,33,3,9,1,1,0,0,30,5.625,1.6875,3.333333333,11.4375,0.5625,1.6875,0.347305389,0.553892216,3.325
187,원종현,Dinos,32,3,5,4.263158751,58,0,0,0,30,6,0,57.0,245,56,30,27,4,20,1,2,3,0,41,6.473684211,3.157894737,2.05,8.842105263,0.631578947,1.350877193,0.292134831,0.662983425,3.726315789
188,이현승,Bears,36,2,1,5.314962705,62,0,0,0,2,3,11,42.1,195,48,27,25,2,21,0,2,3,1,42,8.978622328,4.489311164,2,10.26128266,0.427553444,1.805225653,0.359375,0.64516129,3.318764846
